Mach,Alpha,CD_Off,CD_On
20.11,1.0,0.121,0.119
20.12,1.0,0.121,0.119
20.13,1.0,0.121,0.119
20.14,1.0,0.121,0.119
20.15,1.0,0.121,0.119
20.16,1.0,0.121,0.119
20.17,1.0,0.121,0.119
20.18,1.0,0.121,0.119
20.19,1.0,0.121,0.119
20.2,1.0,0.121,0.119
20.21,1.0,0.121,0.119
20.22,1.0,0.121,0.119
20.23,1.0,0.121,0.119
20.24,1.0,0.121,0.119
20.25,1.0,0.121,0.119
20.26,1.0,0.121,0.119
20.27,1.0,0.121,0.119
20.28,1.0,0.121,0.119
20.29,1.0,0.121,0.119
20.3,1.0,0.121,0.119
20.31,1.0,0.121,0.119
20.32,1.0,0.121,0.119
20.33,1.0,0.121,0.119
20.34,1.0,0.121,0.119
20.35,1.0,0.121,0.119
20.36,1.0,0.121,0.119
20.37,1.0,0.121,0.119
20.38,1.0,0.121,0.119
20.39,1.0,0.121,0.119
20.4,1.0,0.121,0.119
20.41,1.0,0.12,0.119
20.42,1.0,0.12,0.119
20.43,1.0,0.12,0.119
20.44,1.0,0.12,0.119
20.45,1.0,0.12,0.119
20.46,1.0,0.12,0.119
20.47,1.0,0.12,0.119
20.48,1.0,0.12,0.119
20.49,1.0,0.12,0.119
20.5,1.0,0.12,0.119
20.51,1.0,0.12,0.119
20.52,1.0,0.12,0.119
20.53,1.0,0.12,0.119
20.54,1.0,0.12,0.119
20.55,1.0,0.12,0.119
20.56,1.0,0.12,0.119
20.57,1.0,0.12,0.119
20.58,1.0,0.12,0.119
20.59,1.0,0.12,0.119
20.6,1.0,0.12,0.119
20.61,1.0,0.12,0.119
20.62,1.0,0.12,0.119
20.63,1.0,0.12,0.119
20.64,1.0,0.12,0.119
20.65,1.0,0.12,0.119
20.66,1.0,0.12,0.119
20.67,1.0,0.12,0.119
20.68,1.0,0.12,0.119
20.69,1.0,0.12,0.119
20.7,1.0,0.12,0.119
20.71,1.0,0.12,0.119
20.72,1.0,0.12,0.119
20.73,1.0,0.12,0.119
20.74,1.0,0.12,0.119
20.75,1.0,0.12,0.119
20.76,1.0,0.12,0.119
20.77,1.0,0.12,0.119
20.78,1.0,0.12,0.119
20.79,1.0,0.12,0.119
20.8,1.0,0.12,0.119
20.81,1.0,0.12,0.119
20.82,1.0,0.12,0.119
20.83,1.0,0.12,0.119
20.84,1.0,0.12,0.119
20.85,1.0,0.12,0.119
20.86,1.0,0.12,0.119
20.87,1.0,0.12,0.119
20.88,1.0,0.12,0.119
20.89,1.0,0.12,0.119
20.9,1.0,0.12,0.119
20.91,1.0,0.12,0.119
20.92,1.0,0.12,0.119
20.93,1.0,0.12,0.119
20.94,1.0,0.12,0.119
20.95,1.0,0.12,0.119
20.96,1.0,0.12,0.119
20.97,1.0,0.12,0.119
20.98,1.0,0.12,0.119
20.99,1.0,0.12,0.119
21.0,1.0,0.12,0.119
21.01,1.0,0.12,0.119
21.02,1.0,0.12,0.119
21.03,1.0,0.12,0.119
21.04,1.0,0.12,0.119
21.05,1.0,0.12,0.119
21.06,1.0,0.12,0.119
21.07,1.0,0.12,0.119
21.08,1.0,0.12,0.119
21.09,1.0,0.12,0.119
21.1,1.0,0.12,0.119
21.11,1.0,0.12,0.119
21.12,1.0,0.12,0.119
21.13,1.0,0.12,0.119
21.14,1.0,0.12,0.119
21.15,1.0,0.12,0.119
21.16,1.0,0.12,0.119
21.17,1.0,0.12,0.119
21.18,1.0,0.12,0.119
21.19,1.0,0.12,0.119
21.2,1.0,0.12,0.119
21.21,1.0,0.12,0.119
21.22,1.0,0.12,0.119
21.23,1.0,0.12,0.119
21.24,1.0,0.12,0.119
21.25,1.0,0.12,0.119
21.26,1.0,0.12,0.119
21.27,1.0,0.12,0.119
21.28,1.0,0.12,0.119
21.29,1.0,0.12,0.119
21.3,1.0,0.12,0.119
21.31,1.0,0.12,0.119
21.32,1.0,0.12,0.119
21.33,1.0,0.12,0.119
21.34,1.0,0.12,0.119
21.35,1.0,0.12,0.119
21.36,1.0,0.12,0.119
21.37,1.0,0.12,0.119
21.38,1.0,0.12,0.119
21.39,1.0,0.12,0.119
21.4,1.0,0.12,0.119
21.41,1.0,0.12,0.119
21.42,1.0,0.12,0.119
21.43,1.0,0.12,0.119
21.44,1.0,0.12,0.119
21.45,1.0,0.12,0.119
21.46,1.0,0.12,0.119
21.47,1.0,0.12,0.119
21.48,1.0,0.12,0.119
21.49,1.0,0.12,0.119
21.5,1.0,0.12,0.119
21.51,1.0,0.12,0.119
21.52,1.0,0.12,0.119
21.53,1.0,0.12,0.119
21.54,1.0,0.12,0.119
21.55,1.0,0.12,0.119
21.56,1.0,0.12,0.119
21.57,1.0,0.12,0.119
21.58,1.0,0.12,0.119
21.59,1.0,0.12,0.119
21.6,1.0,0.12,0.119
21.61,1.0,0.12,0.119
21.62,1.0,0.12,0.119
21.63,1.0,0.12,0.119
21.64,1.0,0.12,0.119
21.65,1.0,0.12,0.119
21.66,1.0,0.12,0.119
21.67,1.0,0.12,0.119
21.68,1.0,0.12,0.119
21.69,1.0,0.12,0.119
21.7,1.0,0.12,0.119
21.71,1.0,0.12,0.119
21.72,1.0,0.12,0.119
21.73,1.0,0.12,0.119
21.74,1.0,0.12,0.119
21.75,1.0,0.12,0.119
21.76,1.0,0.12,0.119
21.77,1.0,0.12,0.119
21.78,1.0,0.12,0.119
21.79,1.0,0.12,0.119
21.8,1.0,0.12,0.119
21.81,1.0,0.12,0.119
21.82,1.0,0.12,0.119
21.83,1.0,0.12,0.119
21.84,1.0,0.12,0.119
21.85,1.0,0.12,0.119
21.86,1.0,0.12,0.119
21.87,1.0,0.12,0.119
21.88,1.0,0.12,0.119
21.89,1.0,0.12,0.119
21.9,1.0,0.12,0.119
21.91,1.0,0.12,0.119
21.92,1.0,0.12,0.119
21.93,1.0,0.12,0.119
21.94,1.0,0.12,0.119
21.95,1.0,0.12,0.119
21.96,1.0,0.12,0.119
21.97,1.0,0.12,0.119
21.98,1.0,0.12,0.119
21.99,1.0,0.12,0.119
22.0,1.0,0.12,0.119
22.01,1.0,0.12,0.119
22.02,1.0,0.12,0.119
22.03,1.0,0.12,0.119
22.04,1.0,0.12,0.119
22.05,1.0,0.12,0.119
22.06,1.0,0.12,0.119
22.07,1.0,0.12,0.119
22.08,1.0,0.12,0.119
22.09,1.0,0.12,0.119
22.1,1.0,0.12,0.119
22.11,1.0,0.12,0.119
22.12,1.0,0.12,0.119
22.13,1.0,0.12,0.119
22.14,1.0,0.12,0.119
22.15,1.0,0.12,0.119
22.16,1.0,0.12,0.119
22.17,1.0,0.12,0.119
22.18,1.0,0.12,0.119
22.19,1.0,0.12,0.119
22.2,1.0,0.12,0.119
22.21,1.0,0.12,0.119
22.22,1.0,0.12,0.119
22.23,1.0,0.12,0.119
22.24,1.0,0.12,0.119
22.25,1.0,0.12,0.119
22.26,1.0,0.12,0.119
22.27,1.0,0.12,0.119
22.28,1.0,0.12,0.119
22.29,1.0,0.12,0.119
22.3,1.0,0.12,0.119
22.31,1.0,0.12,0.119
22.32,1.0,0.12,0.119
22.33,1.0,0.12,0.119
22.34,1.0,0.12,0.119
22.35,1.0,0.12,0.119
22.36,1.0,0.12,0.119
22.37,1.0,0.12,0.119
22.38,1.0,0.12,0.119
22.39,1.0,0.12,0.119
22.4,1.0,0.12,0.119
22.41,1.0,0.12,0.119
22.42,1.0,0.12,0.119
22.43,1.0,0.12,0.119
22.44,1.0,0.12,0.119
22.45,1.0,0.12,0.119
22.46,1.0,0.12,0.119
22.47,1.0,0.12,0.119
22.48,1.0,0.12,0.119
22.49,1.0,0.12,0.119
22.5,1.0,0.12,0.119
22.51,1.0,0.12,0.119
22.52,1.0,0.12,0.119
22.53,1.0,0.12,0.119
22.54,1.0,0.12,0.119
22.55,1.0,0.12,0.119
22.56,1.0,0.12,0.119
22.57,1.0,0.12,0.119
22.58,1.0,0.12,0.119
22.59,1.0,0.12,0.119
22.6,1.0,0.12,0.119
22.61,1.0,0.12,0.119
22.62,1.0,0.12,0.119
22.63,1.0,0.12,0.119
22.64,1.0,0.12,0.119
22.65,1.0,0.12,0.119
22.66,1.0,0.12,0.119
22.67,1.0,0.12,0.119
22.68,1.0,0.12,0.119
22.69,1.0,0.12,0.119
22.7,1.0,0.12,0.119
22.71,1.0,0.12,0.119
22.72,1.0,0.12,0.119
22.73,1.0,0.12,0.119
22.74,1.0,0.12,0.119
22.75,1.0,0.12,0.119
22.76,1.0,0.12,0.119
22.77,1.0,0.12,0.119
22.78,1.0,0.12,0.119
22.79,1.0,0.12,0.119
22.8,1.0,0.12,0.119
22.81,1.0,0.12,0.119
22.82,1.0,0.12,0.119
22.83,1.0,0.12,0.119
22.84,1.0,0.12,0.119
22.85,1.0,0.12,0.119
22.86,1.0,0.12,0.119
22.87,1.0,0.12,0.119
22.88,1.0,0.12,0.119
22.89,1.0,0.12,0.119
22.9,1.0,0.12,0.119
22.91,1.0,0.12,0.119
22.92,1.0,0.12,0.119
22.93,1.0,0.12,0.119
22.94,1.0,0.12,0.119
22.95,1.0,0.12,0.119
22.96,1.0,0.12,0.119
22.97,1.0,0.12,0.119
22.98,1.0,0.12,0.119
22.99,1.0,0.12,0.119
23.0,1.0,0.12,0.119
23.01,1.0,0.12,0.119
23.02,1.0,0.12,0.119
23.03,1.0,0.12,0.119
23.04,1.0,0.12,0.119
23.05,1.0,0.12,0.119
23.06,1.0,0.12,0.119
23.07,1.0,0.12,0.119
23.08,1.0,0.12,0.119
23.09,1.0,0.12,0.119
23.1,1.0,0.12,0.119
23.11,1.0,0.12,0.119
23.12,1.0,0.12,0.119
23.13,1.0,0.12,0.119
23.14,1.0,0.12,0.119
23.15,1.0,0.12,0.119
23.16,1.0,0.12,0.119
23.17,1.0,0.12,0.119
23.18,1.0,0.12,0.119
23.19,1.0,0.12,0.119
23.2,1.0,0.12,0.119
23.21,1.0,0.12,0.119
23.22,1.0,0.12,0.119
23.23,1.0,0.12,0.119
23.24,1.0,0.12,0.119
23.25,1.0,0.12,0.119
23.26,1.0,0.12,0.119
23.27,1.0,0.12,0.119
23.28,1.0,0.12,0.119
23.29,1.0,0.12,0.119
23.3,1.0,0.12,0.119
23.31,1.0,0.12,0.119
23.32,1.0,0.119,0.119
23.33,1.0,0.119,0.119
23.34,1.0,0.119,0.119
23.35,1.0,0.119,0.119
23.36,1.0,0.119,0.119
23.37,1.0,0.119,0.119
23.38,1.0,0.119,0.119
23.39,1.0,0.119,0.119
23.4,1.0,0.119,0.119
23.41,1.0,0.119,0.119
23.42,1.0,0.119,0.119
23.43,1.0,0.119,0.119
23.44,1.0,0.119,0.119
23.45,1.0,0.119,0.119
23.46,1.0,0.119,0.119
23.47,1.0,0.119,0.119
23.48,1.0,0.119,0.119
23.49,1.0,0.119,0.119
23.5,1.0,0.119,0.119
23.51,1.0,0.119,0.119
23.52,1.0,0.119,0.119
23.53,1.0,0.119,0.119
23.54,1.0,0.119,0.119
23.55,1.0,0.119,0.118
23.56,1.0,0.119,0.118
23.57,1.0,0.119,0.118
23.58,1.0,0.119,0.118
23.59,1.0,0.119,0.118
23.6,1.0,0.119,0.118
23.61,1.0,0.119,0.118
23.62,1.0,0.119,0.118
23.63,1.0,0.119,0.118
23.64,1.0,0.119,0.118
23.65,1.0,0.119,0.118
23.66,1.0,0.119,0.118
23.67,1.0,0.119,0.118
23.68,1.0,0.119,0.118
23.69,1.0,0.119,0.118
23.7,1.0,0.119,0.118
23.71,1.0,0.119,0.118
23.72,1.0,0.119,0.118
23.73,1.0,0.119,0.118
23.74,1.0,0.119,0.118
23.75,1.0,0.119,0.118
23.76,1.0,0.119,0.118
23.77,1.0,0.119,0.118
23.78,1.0,0.119,0.118
23.79,1.0,0.119,0.118
23.8,1.0,0.119,0.118
23.81,1.0,0.119,0.118
23.82,1.0,0.119,0.118
23.83,1.0,0.119,0.118
23.84,1.0,0.119,0.118
23.85,1.0,0.119,0.118
23.86,1.0,0.119,0.118
23.87,1.0,0.119,0.118
23.88,1.0,0.119,0.118
23.89,1.0,0.119,0.118
23.9,1.0,0.119,0.118
23.91,1.0,0.119,0.118
23.92,1.0,0.119,0.118
23.93,1.0,0.119,0.118
23.94,1.0,0.119,0.118
23.95,1.0,0.119,0.118
23.96,1.0,0.119,0.118
23.97,1.0,0.119,0.118
23.98,1.0,0.119,0.118
23.99,1.0,0.119,0.118
24.0,1.0,0.119,0.118
24.01,1.0,0.119,0.118
24.02,1.0,0.119,0.118
24.03,1.0,0.119,0.118
24.04,1.0,0.119,0.118
24.05,1.0,0.119,0.118
24.06,1.0,0.119,0.118
24.07,1.0,0.119,0.118
24.08,1.0,0.119,0.118
24.09,1.0,0.119,0.118
24.1,1.0,0.119,0.118
24.11,1.0,0.119,0.118
24.12,1.0,0.119,0.118
24.13,1.0,0.119,0.118
24.14,1.0,0.119,0.118
24.15,1.0,0.119,0.118
24.16,1.0,0.119,0.118
24.17,1.0,0.119,0.118
24.18,1.0,0.119,0.118
24.19,1.0,0.119,0.118
24.2,1.0,0.119,0.118
24.21,1.0,0.119,0.118
24.22,1.0,0.119,0.118
24.23,1.0,0.119,0.118
24.24,1.0,0.119,0.118
24.25,1.0,0.119,0.118
24.26,1.0,0.119,0.118
24.27,1.0,0.119,0.118
24.28,1.0,0.119,0.118
24.29,1.0,0.119,0.118
24.3,1.0,0.119,0.118
24.31,1.0,0.119,0.118
24.32,1.0,0.119,0.118
24.33,1.0,0.119,0.118
24.34,1.0,0.119,0.118
24.35,1.0,0.119,0.118
24.36,1.0,0.119,0.118
24.37,1.0,0.119,0.118
24.38,1.0,0.119,0.118
24.39,1.0,0.119,0.118
24.4,1.0,0.119,0.118
24.41,1.0,0.119,0.118
24.42,1.0,0.119,0.118
24.43,1.0,0.119,0.118
24.44,1.0,0.119,0.118
24.45,1.0,0.119,0.118
24.46,1.0,0.119,0.118
24.47,1.0,0.119,0.118
24.48,1.0,0.119,0.118
24.49,1.0,0.119,0.118
24.5,1.0,0.119,0.118
24.51,1.0,0.119,0.118
24.52,1.0,0.119,0.118
24.53,1.0,0.119,0.118
24.54,1.0,0.119,0.118
24.55,1.0,0.119,0.118
24.56,1.0,0.119,0.118
24.57,1.0,0.119,0.118
24.58,1.0,0.119,0.118
24.59,1.0,0.119,0.118
24.6,1.0,0.119,0.118
24.61,1.0,0.119,0.118
24.62,1.0,0.119,0.118
24.63,1.0,0.119,0.118
24.64,1.0,0.119,0.118
24.65,1.0,0.119,0.118
24.66,1.0,0.119,0.118
24.67,1.0,0.119,0.118
24.68,1.0,0.119,0.118
24.69,1.0,0.119,0.118
24.7,1.0,0.119,0.118
24.71,1.0,0.119,0.118
24.72,1.0,0.119,0.118
24.73,1.0,0.119,0.118
24.74,1.0,0.119,0.118
24.75,1.0,0.119,0.118
24.76,1.0,0.119,0.118
24.77,1.0,0.119,0.118
24.78,1.0,0.119,0.118
24.79,1.0,0.119,0.118
24.8,1.0,0.119,0.118
24.81,1.0,0.119,0.118
24.82,1.0,0.119,0.118
24.83,1.0,0.119,0.118
24.84,1.0,0.119,0.118
24.85,1.0,0.119,0.118
24.86,1.0,0.119,0.118
24.87,1.0,0.119,0.118
24.88,1.0,0.119,0.118
24.89,1.0,0.119,0.118
24.9,1.0,0.119,0.118
24.91,1.0,0.119,0.118
24.92,1.0,0.119,0.118
24.93,1.0,0.119,0.118
24.94,1.0,0.119,0.118
24.95,1.0,0.119,0.118
24.96,1.0,0.119,0.118
24.97,1.0,0.119,0.118
24.98,1.0,0.119,0.118
24.99,1.0,0.119,0.118
25.0,1.0,0.119,0.118
0.01,2.0,0.324,0.303
0.02,2.0,0.346,0.325
0.03,2.0,0.347,0.326
0.04,2.0,0.344,0.323
0.05,2.0,0.341,0.32
0.06,2.0,0.338,0.317
0.07,2.0,0.335,0.314
0.08,2.0,0.332,0.311
0.09,2.0,0.33,0.308
0.1,2.0,0.328,0.307
0.11,2.0,0.328,0.307
0.12,2.0,0.328,0.307
0.13,2.0,0.328,0.307
0.14,2.0,0.328,0.307
0.15,2.0,0.328,0.307
0.16,2.0,0.328,0.307
0.17,2.0,0.328,0.306
0.18,2.0,0.328,0.306
0.19,2.0,0.328,0.306
0.2,2.0,0.328,0.306
0.21,2.0,0.328,0.306
0.22,2.0,0.328,0.306
0.23,2.0,0.328,0.306
0.24,2.0,0.328,0.306
0.25,2.0,0.327,0.306
0.26,2.0,0.327,0.306
0.27,2.0,0.328,0.306
0.28,2.0,0.328,0.306
0.29,2.0,0.328,0.306
0.3,2.0,0.328,0.306
0.31,2.0,0.328,0.306
0.32,2.0,0.328,0.306
0.33,2.0,0.328,0.306
0.34,2.0,0.328,0.306
0.35,2.0,0.328,0.306
0.36,2.0,0.328,0.306
0.37,2.0,0.328,0.306
0.38,2.0,0.328,0.306
0.39,2.0,0.328,0.306
0.4,2.0,0.328,0.306
0.41,2.0,0.328,0.306
0.42,2.0,0.328,0.306
0.43,2.0,0.328,0.306
0.44,2.0,0.328,0.306
0.45,2.0,0.328,0.306
0.46,2.0,0.328,0.306
0.47,2.0,0.328,0.307
0.48,2.0,0.328,0.307
0.49,2.0,0.328,0.307
0.5,2.0,0.328,0.307
0.51,2.0,0.328,0.307
0.52,2.0,0.328,0.307
0.53,2.0,0.328,0.307
0.54,2.0,0.328,0.307
0.55,2.0,0.328,0.307
0.56,2.0,0.328,0.307
0.57,2.0,0.328,0.307
0.58,2.0,0.328,0.307
0.59,2.0,0.328,0.306
0.6,2.0,0.328,0.306
0.61,2.0,0.328,0.306
0.62,2.0,0.328,0.305
0.63,2.0,0.329,0.305
0.64,2.0,0.329,0.305
0.65,2.0,0.329,0.304
0.66,2.0,0.329,0.304
0.67,2.0,0.329,0.304
0.68,2.0,0.329,0.303
0.69,2.0,0.329,0.303
0.7,2.0,0.329,0.303
0.71,2.0,0.33,0.303
0.72,2.0,0.33,0.302
0.73,2.0,0.33,0.302
0.74,2.0,0.33,0.302
0.75,2.0,0.33,0.301
0.76,2.0,0.33,0.301
0.77,2.0,0.33,0.301
0.78,2.0,0.33,0.3
0.79,2.0,0.331,0.3
0.8,2.0,0.331,0.3
0.81,2.0,0.331,0.299
0.82,2.0,0.331,0.299
0.83,2.0,0.331,0.299
0.84,2.0,0.331,0.299
0.85,2.0,0.331,0.298
0.86,2.0,0.331,0.298
0.87,2.0,0.332,0.298
0.88,2.0,0.332,0.297
0.89,2.0,0.332,0.297
0.9,2.0,0.332,0.297
0.91,2.0,0.334,0.299
0.92,2.0,0.341,0.305
0.93,2.0,0.354,0.316
0.94,2.0,0.37,0.331
0.95,2.0,0.386,0.345
0.96,2.0,0.402,0.359
0.97,2.0,0.419,0.373
0.98,2.0,0.435,0.387
0.99,2.0,0.451,0.401
1.0,2.0,0.467,0.415
1.01,2.0,0.483,0.429
1.02,2.0,0.499,0.444
1.03,2.0,0.515,0.458
1.04,2.0,0.531,0.472
1.05,2.0,0.548,0.486
1.06,2.0,0.546,0.485
1.07,2.0,0.545,0.484
1.08,2.0,0.544,0.484
1.09,2.0,0.543,0.483
1.1,2.0,0.542,0.482
1.11,2.0,0.541,0.481
1.12,2.0,0.54,0.481
1.13,2.0,0.539,0.48
1.14,2.0,0.538,0.479
1.15,2.0,0.538,0.479
1.16,2.0,0.536,0.477
1.17,2.0,0.534,0.476
1.18,2.0,0.533,0.475
1.19,2.0,0.531,0.473
1.2,2.0,0.529,0.472
1.21,2.0,0.528,0.47
1.22,2.0,0.526,0.468
1.23,2.0,0.524,0.466
1.24,2.0,0.522,0.465
1.25,2.0,0.521,0.463
1.26,2.0,0.519,0.461
1.27,2.0,0.518,0.46
1.28,2.0,0.516,0.458
1.29,2.0,0.514,0.457
1.3,2.0,0.513,0.455
1.31,2.0,0.511,0.453
1.32,2.0,0.509,0.451
1.33,2.0,0.507,0.449
1.34,2.0,0.505,0.447
1.35,2.0,0.503,0.445
1.36,2.0,0.501,0.443
1.37,2.0,0.499,0.441
1.38,2.0,0.497,0.439
1.39,2.0,0.495,0.437
1.4,2.0,0.493,0.436
1.41,2.0,0.492,0.434
1.42,2.0,0.49,0.432
1.43,2.0,0.488,0.43
1.44,2.0,0.486,0.428
1.45,2.0,0.484,0.427
1.46,2.0,0.483,0.425
1.47,2.0,0.481,0.423
1.48,2.0,0.479,0.421
1.49,2.0,0.477,0.42
1.5,2.0,0.476,0.418
1.51,2.0,0.474,0.416
1.52,2.0,0.472,0.414
1.53,2.0,0.47,0.413
1.54,2.0,0.469,0.411
1.55,2.0,0.467,0.409
1.56,2.0,0.465,0.408
1.57,2.0,0.464,0.406
1.58,2.0,0.462,0.404
1.59,2.0,0.46,0.403
1.6,2.0,0.459,0.401
1.61,2.0,0.457,0.4
1.62,2.0,0.456,0.398
1.63,2.0,0.454,0.396
1.64,2.0,0.452,0.395
1.65,2.0,0.451,0.393
1.66,2.0,0.449,0.392
1.67,2.0,0.448,0.39
1.68,2.0,0.446,0.388
1.69,2.0,0.445,0.387
1.7,2.0,0.443,0.385
1.71,2.0,0.442,0.384
1.72,2.0,0.44,0.382
1.73,2.0,0.438,0.381
1.74,2.0,0.437,0.379
1.75,2.0,0.435,0.378
1.76,2.0,0.434,0.376
1.77,2.0,0.432,0.375
1.78,2.0,0.431,0.373
1.79,2.0,0.429,0.372
1.8,2.0,0.428,0.37
1.81,2.0,0.427,0.369
1.82,2.0,0.425,0.367
1.83,2.0,0.424,0.366
1.84,2.0,0.422,0.364
1.85,2.0,0.421,0.363
1.86,2.0,0.419,0.362
1.87,2.0,0.418,0.36
1.88,2.0,0.416,0.359
1.89,2.0,0.415,0.357
1.9,2.0,0.414,0.356
1.91,2.0,0.412,0.355
1.92,2.0,0.411,0.353
1.93,2.0,0.409,0.352
1.94,2.0,0.408,0.35
1.95,2.0,0.407,0.349
1.96,2.0,0.405,0.348
1.97,2.0,0.404,0.346
1.98,2.0,0.403,0.345
1.99,2.0,0.401,0.343
2.0,2.0,0.4,0.342
2.01,2.0,0.399,0.34
2.02,2.0,0.397,0.339
2.03,2.0,0.396,0.337
2.04,2.0,0.395,0.336
2.05,2.0,0.394,0.335
2.06,2.0,0.392,0.333
2.07,2.0,0.391,0.332
2.08,2.0,0.39,0.331
2.09,2.0,0.389,0.329
2.1,2.0,0.388,0.328
2.11,2.0,0.386,0.327
2.12,2.0,0.385,0.325
2.13,2.0,0.384,0.324
2.14,2.0,0.383,0.323
2.15,2.0,0.382,0.321
2.16,2.0,0.381,0.32
2.17,2.0,0.379,0.319
2.18,2.0,0.378,0.317
2.19,2.0,0.377,0.316
2.2,2.0,0.376,0.315
2.21,2.0,0.375,0.314
2.22,2.0,0.374,0.312
2.23,2.0,0.373,0.311
2.24,2.0,0.372,0.31
2.25,2.0,0.37,0.309
2.26,2.0,0.369,0.307
2.27,2.0,0.368,0.306
2.28,2.0,0.367,0.305
2.29,2.0,0.366,0.304
2.3,2.0,0.365,0.302
2.31,2.0,0.364,0.301
2.32,2.0,0.363,0.3
2.33,2.0,0.362,0.299
2.34,2.0,0.361,0.298
2.35,2.0,0.36,0.296
2.36,2.0,0.359,0.295
2.37,2.0,0.358,0.294
2.38,2.0,0.357,0.293
2.39,2.0,0.356,0.292
2.4,2.0,0.355,0.291
2.41,2.0,0.354,0.289
2.42,2.0,0.353,0.288
2.43,2.0,0.352,0.287
2.44,2.0,0.351,0.286
2.45,2.0,0.35,0.285
2.46,2.0,0.349,0.284
2.47,2.0,0.348,0.283
2.48,2.0,0.347,0.283
2.49,2.0,0.346,0.282
2.5,2.0,0.345,0.281
2.51,2.0,0.344,0.281
2.52,2.0,0.343,0.28
2.53,2.0,0.342,0.279
2.54,2.0,0.341,0.279
2.55,2.0,0.34,0.278
2.56,2.0,0.339,0.278
2.57,2.0,0.338,0.277
2.58,2.0,0.337,0.276
2.59,2.0,0.336,0.276
2.6,2.0,0.335,0.275
2.61,2.0,0.335,0.274
2.62,2.0,0.334,0.274
2.63,2.0,0.333,0.273
2.64,2.0,0.332,0.273
2.65,2.0,0.331,0.272
2.66,2.0,0.33,0.272
2.67,2.0,0.329,0.271
2.68,2.0,0.328,0.27
2.69,2.0,0.327,0.27
2.7,2.0,0.327,0.269
2.71,2.0,0.326,0.269
2.72,2.0,0.325,0.268
2.73,2.0,0.324,0.268
2.74,2.0,0.323,0.267
2.75,2.0,0.322,0.266
2.76,2.0,0.321,0.266
2.77,2.0,0.321,0.265
2.78,2.0,0.32,0.265
2.79,2.0,0.319,0.264
2.8,2.0,0.318,0.264
2.81,2.0,0.317,0.263
2.82,2.0,0.316,0.263
2.83,2.0,0.316,0.262
2.84,2.0,0.315,0.262
2.85,2.0,0.314,0.261
2.86,2.0,0.313,0.261
2.87,2.0,0.312,0.26
2.88,2.0,0.312,0.26
2.89,2.0,0.311,0.259
2.9,2.0,0.31,0.259
2.91,2.0,0.309,0.258
2.92,2.0,0.308,0.258
2.93,2.0,0.308,0.257
2.94,2.0,0.307,0.257
2.95,2.0,0.306,0.256
2.96,2.0,0.305,0.256
2.97,2.0,0.305,0.255
2.98,2.0,0.304,0.255
2.99,2.0,0.303,0.254
3.0,2.0,0.302,0.254
3.01,2.0,0.302,0.253
3.02,2.0,0.301,0.253
3.03,2.0,0.3,0.252
3.04,2.0,0.3,0.252
3.05,2.0,0.299,0.251
3.06,2.0,0.298,0.251
3.07,2.0,0.298,0.25
3.08,2.0,0.297,0.25
3.09,2.0,0.296,0.25
3.1,2.0,0.296,0.249
3.11,2.0,0.295,0.249
3.12,2.0,0.295,0.248
3.13,2.0,0.294,0.248
3.14,2.0,0.293,0.247
3.15,2.0,0.293,0.247
3.16,2.0,0.292,0.246
3.17,2.0,0.291,0.246
3.18,2.0,0.291,0.245
3.19,2.0,0.29,0.245
3.2,2.0,0.29,0.244
3.21,2.0,0.289,0.244
3.22,2.0,0.288,0.244
3.23,2.0,0.288,0.243
3.24,2.0,0.287,0.243
3.25,2.0,0.287,0.242
3.26,2.0,0.286,0.242
3.27,2.0,0.285,0.241
3.28,2.0,0.285,0.241
3.29,2.0,0.284,0.24
3.3,2.0,0.284,0.24
3.31,2.0,0.283,0.24
3.32,2.0,0.283,0.239
3.33,2.0,0.282,0.239
3.34,2.0,0.281,0.238
3.35,2.0,0.281,0.238
3.36,2.0,0.28,0.238
3.37,2.0,0.28,0.237
3.38,2.0,0.279,0.237
3.39,2.0,0.279,0.236
3.4,2.0,0.278,0.236
3.41,2.0,0.277,0.236
3.42,2.0,0.277,0.235
3.43,2.0,0.276,0.235
3.44,2.0,0.276,0.234
3.45,2.0,0.275,0.234
3.46,2.0,0.275,0.234
3.47,2.0,0.274,0.233
3.48,2.0,0.274,0.233
3.49,2.0,0.273,0.232
3.5,2.0,0.273,0.232
3.51,2.0,0.272,0.232
3.52,2.0,0.272,0.231
3.53,2.0,0.271,0.231
3.54,2.0,0.27,0.231
3.55,2.0,0.27,0.23
3.56,2.0,0.269,0.23
3.57,2.0,0.269,0.229
3.58,2.0,0.268,0.229
3.59,2.0,0.268,0.229
3.6,2.0,0.267,0.228
3.61,2.0,0.267,0.228
3.62,2.0,0.266,0.228
3.63,2.0,0.266,0.227
3.64,2.0,0.265,0.227
3.65,2.0,0.265,0.227
3.66,2.0,0.264,0.226
3.67,2.0,0.264,0.226
3.68,2.0,0.263,0.226
3.69,2.0,0.263,0.225
3.7,2.0,0.262,0.225
3.71,2.0,0.262,0.225
3.72,2.0,0.261,0.224
3.73,2.0,0.261,0.224
3.74,2.0,0.26,0.224
3.75,2.0,0.26,0.223
3.76,2.0,0.259,0.223
3.77,2.0,0.259,0.223
3.78,2.0,0.258,0.222
3.79,2.0,0.258,0.222
3.8,2.0,0.258,0.222
3.81,2.0,0.257,0.221
3.82,2.0,0.257,0.221
3.83,2.0,0.256,0.221
